year,name,rank,sex
1986,Jennifer,4,female
1986,Sarah,5,female
1986,Stephanie,6,female
1986,Nicole,7,female
1986,Brittany,8,female
1986,Heather,9,female
1986,Elizabeth,10,female
1986,Megan,11,female
1986,Melissa,12,female
1986,Amber,13,female
1986,Lauren,14,female
1986,Rachel,15,female
1986,Danielle,16,female
1986,Tiffany,17,female
1986,Kimberly,18,female
1986,Christina,19,female
1986,Laura,20,female
1987,Jessica,1,female
1987,Ashley,2,female
1987,Amanda,3,female
1987,Jennifer,4,female
1987,Sarah,5,female
1987,Stephanie,6,female
1987,Brittany,7,female
1987,Nicole,8,female
1987,Heather,9,female
1987,Elizabeth,10,female
1987,Samantha,11,female
1987,Megan,12,female
1987,Melissa,13,female
1987,Danielle,14,female
1987,Amber,15,female
1987,Lauren,16,female
1987,Rachel,17,female
1987,Tiffany,18,female
1987,Emily,19,female
1987,Christina,20,female
1988,Jessica,1,female
1988,Ashley,2,female
1988,Amanda,3,female
1988,Sarah,4,female
1988,Jennifer,5,female
1988,Brittany,6,female
1988,Stephanie,7,female
1988,Samantha,8,female
1988,Nicole,9,female
1988,Elizabeth,10,female
1988,Lauren,11,female
1988,Megan,12,female
1988,Tiffany,13,female
1988,Heather,14,female
1988,Amber,15,female
1988,Melissa,16,female
1988,Danielle,17,female
1988,Emily,18,female
1988,Rachel,19,female
1988,Kayla,20,female
1989,Jessica,1,female
1989,Ashley,2,female
1989,Brittany,3,female
1989,Amanda,4,female
1989,Sarah,5,female
1989,Samantha,6,female
1989,Jennifer,7,female
1989,Stephanie,8,female
1989,Lauren,9,female
1989,Elizabeth,10,female
1989,Megan,11,female
1989,Nicole,12,female
1989,Emily,13,female
1989,Amber,14,female
1989,Heather,15,female
1989,Tiffany,16,female
1989,Danielle,17,female
1989,Rachel,18,female
1989,Melissa,19,female
1989,Kayla,20,female
1990,Jessica,1,female
1990,Ashley,2,female
1990,Brittany,3,female
1990,Amanda,4,female
1990,Samantha,5,female
1990,Sarah,6,female
1990,Stephanie,7,female
1990,Jennifer,8,female
1990,Elizabeth,9,female
1990,Lauren,10,female
1990,Megan,11,female
1990,Emily,12,female
1990,Nicole,13,female
1990,Kayla,14,female
1990,Amber,15,female
1990,Rachel,16,female
1990,Courtney,17,female
1990,Danielle,18,female
1990,Heathe,19,female
1990,Melissa,20,female
1991,Ashley,1,female
1991,Jessica,2,female
1991,Brittany,3,female
1991,Amanda,4,female
1991,Samantha,5,female
1991,Sarah,6,female
1991,Stephanie,7,female
1991,Jennifer,8,female
1991,Elizabeth,9,female
1991,Emily,10,female
1991,Megan,11,female
1991,Kayla,12,female
1991,Lauren,13,female
1991,Rachel,14,female
1991,Nicole,15,female
1991,Amber,16,female
1991,Danielle,17,female
1991,Chelsea,18,female
1991,Courtney,19,female
1991,Melissa,20,female
1992,Ashley,1,female
1992,Jessica,2,female
1992,Amanda,3,female
1992,Brittany,4,female
1992,Sarah,5,female
1992,Samantha,6,female
1992,Emily,7,female
1992,Stephanie,8,female
1992,Elizabeth,9,female
1992,Megan,10,female
1992,Jennifer,11,female
1992,Lauren,12,female
1992,Kayla,13,female
1992,Nicole,14,female
1992,Chelsea,15,female
1992,Rachel,16,female
1992,Taylor,17,female
1992,Danielle,18,female
1992,Amber,19,female
1992,Rebecca,20,female
1993,Jessica,1,female
1993,Ashley,2,female
1993,Sarah,3,female
1993,Samantha,4,female
1993,Emily,5,female
1993,Brittany,6,female
1993,Taylor,7,female
1993,Amanda,8,female
1993,Elizabeth,9,female
1993,Stephanie,10,female
1993,Megan,11,female
1993,Lauren,12,female
1993,Nicole,13,female
1993,Rachel,14,female
1993,Jennifer,15,female
1993,Kayla,16,female
1993,Amber,17,female
1993,Danielle,18,female
1993,Victoria,19,female
1993,Courtney,20,female
1994,Jessica,1,female
1994,Ashley,2,female
1994,Emily,3,female
1994,Samantha,4,female
1994,Sarah,5,female
1994,Taylor,6,female
1994,Brittany,7,female
1994,Amanda,8,female
1994,Elizabeth,9,female
1994,Megan,10,female
1994,Nicole,11,female
1994,Kayla,12,female
1994,Rachel,13,female
1994,Lauren,14,female
1994,Stephanie,15,female
1994,Hannah,16,female
1994,Jennifer,17,female
1994,Alexis,18,female
1994,Victoria,19,female
1994,Danielle,20,female
1995,Jessica,1,female
1995,Ashley,2,female
1995,Emily,3,female
1995,Samantha,4,female
1995,Sarah,5,female
1995,Taylor,6,female
1995,Hannah,7,female
1995,Brittany,8,female
1995,Amanda,9,female
1995,Elizabeth,10,female
1995,Kayla,11,female
1995,Rachel,12,female
1995,Megan,13,female
1995,Alexis,14,female
1995,Lauren,15,female
1995,Stephanie,16,female
1995,Courtney,17,female
1995,Jennifer,18,female
1995,Nicole,19,female
1995,Victoria,20,female
1996,Emily,1,female
1996,Jessica,2,female
1996,Ashley,3,female
1996,Sarah,4,female
1996,Samantha,5,female
1996,Taylor,6,female
1996,Hannah,7,female
1996,Alexis,8,female
1996,Rachel,9,female
1996,Elizabeth,10,female
1996,Kayla,11,female
1996,Megan,12,female
1996,Amanda,13,female
1996,Brittany,14,female
1996,Madison,15,female
1996,Lauren,16,female
1996,Brianna,17,female
1996,Victoria,18,female
1996,Jennifer,19,female
1996,Stephanie,20,female
1997,Emily,1,female
1997,Jessica,2,female
1997,Ashley,3,female
1997,Sarah,4,female
1997,Hannah,5,female
1997,Samantha,6,female
1997,Taylor,7,female
1997,Alexis,8,female
1997,Elizabeth,9,female
1997,Madison,10,female
1997,Megan,11,female
1997,Kayla,12,female
1997,Rachel,13,female
1997,Lauren,14,female
1997,Alyssa,15,female
1997,Amanda,16,female
1997,Brianna,17,female
1997,Jennifer,18,female
1997,Victoria,19,female
1997,Brittany,20,female
1998,Emily,1,female
1998,Hannah,2,female
1998,Samantha,3,female
1998,Sarah,4,female
1998,Ashley,5,female
1998,Alexis,6,female
1998,Taylor,7,female
1998,Jessica,8,female
1998,Madison,9,female
1998,Elizabeth,10,female
1998,Alyssa,11,female
1998,Kayla,12,female
1998,Megan,13,female
1998,Lauren,14,female
1998,Rachel,15,female
1998,Victoria,16,female
1998,Brianna,17,female
1998,Abigail,18,female
1998,Amanda,19,female
1998,Jennifer,20,female
1999,Emily,1,female
1999,Hannah,2,female
1999,Alexis,3,female
1999,Sarah,4,female
1999,Samantha,5,female
1999,Ashley,6,female
1999,Madison,7,female
1999,Taylor,8,female
1999,Jessica,9,female
1999,Elizabeth,10,female
1999,Alyssa,11,female
1999,Lauren,12,female
1999,Kayla,13,female
1999,Brianna,14,female
1999,Megan,15,female
1999,Victoria,16,female
1999,Emma,17,female
1999,Abigail,18,female
1999,Rachel,19,female
1999,Olivia,20,female
2000,Emily,1,female
2000,Hannah,2,female
2000,Madison,3,female
2000,Ashley,4,female
2000,Sarah,5,female
2000,Alexis,6,female
2000,Samantha,7,female
2000,Jessica,8,female
2000,Elizabeth,9,female
2000,Taylor,10,female
2000,Lauren,11,female
2000,Alyssa,12,female
2000,Kayla,13,female
2000,Abigail,14,female
2000,Brianna,15,female
2000,Olivia,16,female
2000,Emma,17,female
2000,Megan,18,female
2000,Grace,19,female
2000,Victoria,20,female
2001,Emily,1,female
2001,Madison,2,female
2001,Hannah,3,female
2001,Ashley,4,female
2001,Alexis,5,female
2001,Sarah,6,female
2001,Samantha,7,female
2001,Abigail,8,female
2001,Elizabeth,9,female
2001,Olivia,10,female
2001,Jessica,11,female
2001,Taylor,12,female
2001,Emma,13,female
2001,Alyssa,14,female
2001,Lauren,15,female
2001,Grace,16,female
2001,Kayla,17,female
2001,Brianna,18,female
2001,Anna,19,female
2001,Megan,20,female
2002,Emily,1,female
2002,Madison,2,female
2002,Hannah,3,female
2002,Emma,4,female
2002,Alexis,5,female
2002,Ashley,6,female
2002,Abigail,7,female
2002,Sarah,8,female
2002,Samantha,9,female
2002,Olivia,10,female
2002,Elizabeth,11,female
2002,Alyssa,12,female
2002,Lauren,13,female
2002,Isabella,14,female
2002,Grace,15,female
2002,Jessica,16,female
2002,Brianna,17,female
2002,Taylor,18,female
2002,Kayla,19,female
2002,Anna,20,female
2003,Emily,1,female
2003,Emma,2,female
2003,Madison,3,female
2003,Hannah,4,female
2003,Olivia,5,female
2003,Abigail,6,female
2003,Alexis,7,female
2003,Ashley,8,female
2003,Elizabeth,9,female
2003,Samantha,10,female
2003,Isabella,11,female
2003,Sarah,12,female
2003,Grace,13,female
2003,Alyssa,14,female
2003,Lauren,15,female
2003,Kayla,16,female
2003,Brianna,17,female
2003,Jessica,18,female
2003,Taylor,19,female
2003,Sophia,20,female
2004,Emily,1,female
2004,Emma,2,female
2004,Madison,3,female
2004,Olivia,4,female
2004,Hannah,5,female
2004,Abigail,6,female
2004,Isabella,7,female
2004,Ashley,8,female
2004,Samantha,9,female
2004,Elizabeth,10,female
2004,Alexis,11,female
2004,Sarah,12,female
2004,Grace,13,female
2004,Alyssa,14,female
2004,Sophia,15,female
2004,Lauren,16,female
2004,Brianna,17,female
2004,Kayla,18,female
2004,Natalie,19,female
2004,Anna,20,female
2005,Emily,1,female
2005,Emma,2,female
2005,Madison,3,female
2005,Abigail,4,female
2005,Olivia,5,female
2005,Isabella,6,female
2005,Hannah,7,female
2005,Samantha,8,female
2005,Ava,9,female
2005,Ashley,10,female
2005,Elizabeth,11,female
2005,Sophia,12,female
2005,Alexis,13,female
2005,Grace,14,female
2005,Sarah,15,female
2005,Alyssa,16,female
2005,Mia,17,female
2005,Natalie,18,female
2005,Chloe,19,female
2005,Brianna,20,female
2006,Emily,1,female
2006,Emma,2,female
2006,Madison,3,female
2006,Isabella,4,female
2006,Ava,5,female
2006,Abigail,6,female
2006,Olivia,7,female
2006,Hannah,8,female
2006,Sophia,9,female
2006,Samantha,10,female
2006,Elizabeth,11,female
2006,Ashley,12,female
2006,Mia,13,female
2006,Alexis,14,female
2006,Sarah,15,female
2006,Grace,16,female
2006,Natalie,17,female
2006,Chloe,18,female
2006,Alyssa,19,female
2006,Brianna,20,female
2007,Emily,1,female
2007,Isabella,2,female
2007,Emma,3,female
2007,Ava,4,female
2007,Madison,5,female
2007,Sophia,6,female
2007,Olivia,7,female
2007,Abigail,8,female
2007,Hannah,9,female
2007,Elizabeth,10,female
2007,Addison,11,female
2007,Samantha,12,female
2007,Ashley,13,female
2007,Alyssa,14,female
2007,Mia,15,female
2007,Chloe,16,female
2007,Natalie,17,female
2007,Sarah,18,female
2007,Alexis,19,female
2007,Grace,20,female
2008,Emma,1,female
2008,Isabella,2,female
2008,Emily,3,female
2008,Olivia,4,female
2008,Ava,5,female
2008,Madison,6,female
2008,Sophia,7,female
2008,Abigail,8,female
2008,Elizabeth,9,female
2008,Chloe,10,female
2008,Samantha,11,female
2008,Addison,12,female
2008,Natalie,13,female
2008,Mia,14,female
2008,Alexis,15,female
2008,Alyssa,16,female
2008,Hannah,17,female
2008,Ashley,18,female
2008,Ella,19,female
2008,Sarah,20,female
2009,Isabella,1,female
2009,Emma,2,female
2009,Olivia,3,female
2009,Sophia,4,female
2009,Ava,5,female
2009,Emily,6,female
2009,Madison,7,female
2009,Abigail,8,female
2009,Chloe,9,female
2009,Mia,10,female
2009,Elizabeth,11,female
2009,Addison,12,female
2009,Alexis,13,female
2009,Samantha,14,female
2009,Ella,15,female
2009,Natalie,16,female
2009,Grace,17,female
2009,Lily,18,female
2009,Alyssa,19,female
2009,Ashley,20,female
2010,Isabella,1,female
2010,Sophia,2,female
2010,Emma,3,female
2010,Olivia,4,female
2010,Ava,5,female
2010,Emily,6,female
2010,Abigail,7,female
2010,Madison,8,female
2010,Chloe,9,female
2010,Mia,10,female
2010,Addison,11,female
2010,Elizabeth,12,female
2010,Ella,13,female
2010,Natalie,14,female
2010,Samantha,15,female
2010,Alexis,16,female
2010,Lily,17,female
2010,Grace,18,female
2010,Hailey,19,female
2010,Hannah,20,female
2011,Sophia,1,female
2011,Isabella,2,female
2011,Emma,3,female
2011,Olivia,4,female
2011,Ava,5,female
2011,Emily,6,female
2011,Abigail,7,female
2011,Madison,8,female
2011,Mia,9,female
2011,Chloe,10,female
2011,Elizabeth,11,female
2011,Ella,12,female
2011,Addison,13,female
2011,Natalie,14,female
2011,Lily,15,female
2011,Grace,16,female
2011,Samantha,17,female
2011,Avery,18,female
2011,Sofia,19,female
2011,Aubrey,20,female
2012,Sophia,1,female
2012,Emma,2,female
2012,Isabella,3,female
2012,Olivia,4,female
2012,Ava,5,female
2012,Emily,6,female
2012,Abigail,7,female
2012,Mia,8,female
2012,Madison,9,female
2012,Elizabeth,10,female
2012,Chloe,11,female
2012,Ella,12,female
2012,Avery,13,female
2012,Addison,14,female
2012,Aubrey,15,female
2012,Lily,16,female
2012,Natalie,17,female
2012,Sofia,18,female
2012,Charlotte,19,female
2012,Zoey,20,female
2013,Sophia,1,female
2013,Emma,2,female
2013,Olivia,3,female
2013,Isabella,4,female
2013,Ava,5,female
2013,Mia,6,female
2013,Emily,7,female
2013,Abigail,8,female
2013,Madison,9,female
2013,Elizabeth,10,female
2013,Charlotte,11,female
2013,Avery,12,female
2013,Sofia,13,female
2013,Chloe,14,female
2013,Ella,15,female
2013,Harper,16,female
2013,Amelia,17,female
2013,Aubrey,18,female
2013,Addison,19,female
2013,Evelyn,20,female
2014,Emma,1,female
2014,Olivia,2,female
2014,Sophia,3,female
2014,Isabella,4,female
2014,Ava,5,female
2014,Mia,6,female
2014,Emily,7,female
2014,Abigail,8,female
2014,Madison,9,female
2014,Charlotte,10,female
2014,Harper,11,female
2014,Sofia,12,female
2014,Elizabeth,13,female
2014,Avery,14,female
2014,Amelia,15,female
2014,Evelyn,16,female
2014,Ella,17,female
2014,Chloe,18,female
2014,Victoria,19,female
2014,Grace,20,female
2015,Emma,1,female
2015,Olivia,2,female
2015,Sophia,3,female
2015,Ava,4,female
2015,Isabella,5,female
2015,Mia,6,female
2015,Abigail,7,female
2015,Emily,8,female
2015,Charlotte,9,female
2015,Harper,10,female
2015,Madison,11,female
2015,Amelia,12,female
2015,Elizabeth,13,female
2015,Sofia,14,female
2015,Evelyn,15,female
2015,Avery,16,female
2015,Chloe,17,female
2015,Ella,18,female
2015,Grace,19,female
2015,Victoria,20,female
2016,Emma,1,female
2016,Olivia,2,female
2016,Ava,3,female
2016,Sophia,4,female
2016,Isabella,5,female
2016,Mia,6,female
2016,Charlotte,7,female
2016,Abigail,8,female
2016,Emily,9,female
2016,Harper,10,female
2016,Amelia,11,female
2016,Evelyn,12,female
2016,Elizabeth,13,female
2016,Sofia,14,female
2016,Madison,15,female
2016,Avery,16,female
2016,Ella,17,female
2016,Scarlett,18,female
2016,Grace,19,female
2016,Chloe,20,female
2017,Emma,1,female
2017,Olivia,2,female
2017,Ava,3,female
2017,Isabella,4,female
2017,Sophia,5,female
2017,Mia,6,female
2017,Charlotte,7,female
2017,Amelia,8,female
2017,Evelyn,9,female
2017,Abigail,10,female
2017,Harper,11,female
2017,Emily,12,female
2017,Elizabeth,13,female
2017,Avery,14,female
2017,Sofia,15,female
2017,Ella,16,female
2017,Madison,17,female
2017,Scarlett,18,female
2017,Victoria,19,female
2017,Aria,20,female
2018,Emma,1,female
2018,Olivia,2,female
2018,Ava,3,female
2018,Isabella,4,female
2018,Sophia,5,female
2018,Charlotte,6,female
2018,Mia,7,female
2018,Amelia,8,female
2018,Harper,9,female
2018,Evelyn,10,female
2018,Abigail,11,female
2018,Emily,12,female
2018,Elizabeth,13,female
2018,Mila,14,female
2018,Ella,15,female
2018,Avery,16,female
2018,Sofia,17,female
2018,Camila,18,female
2018,Aria,19,female
2018,Scarlett,20,female
2019,Olivia,1,female
2019,Emma,2,female
2019,Ava,3,female
2019,Sophia,4,female
2019,Isabella,5,female
2019,Charlotte,6,female
2019,Amelia,7,female
2019,Mia,8,female
2019,Harper,9,female
2019,Evelyn,10,female
2019,Abigail,11,female
2019,Emily,12,female
2019,Ella,13,female
2019,Elizabeth,14,female
2019,Camila,15,female
2019,Luna,16,female
2019,Sofia,17,female
2019,Avery,18,female
2019,Mila,19,female
2019,Aria,20,female
2020,Olivia,1,female
2020,Emma,2,female
2020,Ava,3,female
2020,Charlotte,4,female
2020,Sophia,5,female
2020,Amelia,6,female
2020,Isabella,7,female
2020,Mia,8,female
2020,Evelyn,9,female
2020,Harper,10,female
2020,Camila,11,female
2020,Gianna,12,female
2020,Abigail,13,female
2020,Luna,14,female
2020,Ella,15,female
2020,Elizabeth,16,female
2020,Sofia,17,female
2020,Emily,18,female
2020,Avery,19,female
2020,Mila,20,female
